epoch,loss,val_loss,acc,val_acc
1,1.4543795585632324,2.0565221309661865,0.4654499888420105,0.32919999957084656
2,1.0827054977416992,1.7235994338989258,0.6110000014305115,0.4745999872684479
3,0.9174439907073975,3.3490283489227295,0.6732000112533569,0.33559998869895935
4,0.8031618595123291,2.3369858264923096,0.7150750160217285,0.38749998807907104
5,0.707534670829773,2.1438543796539307,0.7507749795913696,0.4666000008583069
6,0.6200599074363708,2.0894060134887695,0.7805500030517578,0.47380000352859497
7,0.5459075570106506,2.293382167816162,0.8096250295639038,0.46720001101493835
8,0.4794977903366089,1.243704915046692,0.8316500186920166,0.6342999935150146
9,0.4314385950565338,1.6260082721710205,0.8482999801635742,0.5939000248908997
10,0.3895500898361206,1.3167378902435303,0.8640750050544739,0.6371999979019165
11,0.3426663279533386,1.6777135133743286,0.8788250088691711,0.5961999893188477
12,0.3073092997074127,2.852391481399536,0.8897250294685364,0.47600001096725464
13,0.2679029107093811,1.7003573179244995,0.9046249985694885,0.6416000127792358
14,0.23750756680965424,1.3945848941802979,0.9162499904632568,0.6980000138282776
15,0.20539212226867676,1.1703450679779053,0.927524983882904,0.7318000197410583
16,0.18449458479881287,1.741990327835083,0.9348000288009644,0.6460000276565552
17,0.1642041653394699,1.5375639200210571,0.942924976348877,0.6829000115394592
18,0.14375266432762146,2.153681516647339,0.9487500190734863,0.640999972820282
19,0.12934096157550812,2.4703242778778076,0.9545750021934509,0.6060000061988831
20,0.1230904683470726,1.3144441843032837,0.9566500186920166,0.7254999876022339
21,0.10805168002843857,1.432677984237671,0.9621750116348267,0.7264999747276306
22,0.09759776294231415,1.7024813890457153,0.965025007724762,0.6794000267982483
23,0.09466877579689026,2.3432562351226807,0.9661499857902527,0.6456999778747559
24,0.08261969685554504,1.5922569036483765,0.9707249999046326,0.6980999708175659
25,0.08581765741109848,1.6562378406524658,0.9701499938964844,0.6869999766349792
26,0.08161383867263794,1.9418292045593262,0.9714000225067139,0.7008000016212463
27,0.07575076818466187,1.9342916011810303,0.9737499952316284,0.6758999824523926
28,0.07163605093955994,1.7009947299957275,0.9752249717712402,0.7085000276565552
29,0.06412243098020554,1.793192982673645,0.9776999950408936,0.7174000144004822
30,0.06234055757522583,1.679917573928833,0.9779000282287598,0.7246000170707703
31,0.05517762154340744,1.6516567468643188,0.9818000197410583,0.7319999933242798
32,0.05626905709505081,1.8536334037780762,0.9810749888420105,0.7024000287055969
33,0.05826302245259285,1.6674879789352417,0.9802500009536743,0.7207000255584717
34,0.06015993282198906,1.5367311239242554,0.9787999987602234,0.7509999871253967
35,0.048222970217466354,1.455754280090332,0.9834499955177307,0.7656000256538391
36,0.04847586527466774,1.622628092765808,0.9836999773979187,0.7540000081062317
37,0.055250655859708786,1.68251633644104,0.980774998664856,0.7337999939918518
38,0.04544942453503609,1.4100135564804077,0.9843999743461609,0.7440999746322632
39,0.04950530081987381,1.4683876037597656,0.9829000234603882,0.7717999815940857
40,0.0453774593770504,1.9641391038894653,0.9850249886512756,0.6654000282287598
41,0.0408015139400959,1.485615849494934,0.9858750104904175,0.7703999876976013
42,0.04081963375210762,1.606756329536438,0.9856500029563904,0.7602999806404114
43,0.04648137465119362,1.3208508491516113,0.9840750098228455,0.762499988079071
44,0.044599395245313644,1.657426118850708,0.984749972820282,0.7522000074386597
45,0.042794059962034225,1.350809931755066,0.9850749969482422,0.7781999707221985
46,0.03591727465391159,2.0444083213806152,0.987500011920929,0.7379999756813049
47,0.03774436190724373,1.5413283109664917,0.9874250292778015,0.7786999940872192
48,0.035804931074380875,1.7760943174362183,0.9879500269889832,0.7350000143051147
49,0.03784317895770073,3.3952929973602295,0.9868999719619751,0.644599974155426
50,0.036600977182388306,1.5583246946334839,0.9872000217437744,0.7728999853134155
51,0.042164839804172516,1.3608475923538208,0.9853749871253967,0.7832000255584717
52,0.03506457805633545,1.8378641605377197,0.987975001335144,0.7311000227928162
53,0.03614212945103645,1.5167975425720215,0.9879500269889832,0.7713000178337097
54,0.03241554647684097,1.840380311012268,0.9894750118255615,0.7566999793052673
